Document Title,Abstract,Year,PDF Link,label,doi,nCites,authorCount,aggregationType
Genetic Up-Regulation or Pharmacological Activation of the Na+/Ca2+ Exchanger 1 (NCX1) Enhances Hippocampal-Dependent Contextual and Spatial Learning and Memory,N/A,2020,https://doi.org/10.1007/s12035-020-01888-4,no,10.1007/s12035-020-01888-4,14,19,undetermined
Stress and risk avoidance by exploring rats: Implications for stress management in fear-related behaviours,N/A,2013,https://doi.org/10.1016/j.beproc.2012.12.005,no,10.1016/j.beproc.2012.12.005,13,3,undetermined
Cellular tagging as a neural network mechanism for behavioural tagging,"AbstractBehavioural tagging is the transformation of a short-term memory, induced by a weak experience, into a long-term memory (LTM) due to the temporal association with a novel experience. The mechanism by which neuronal ensembles, each carrying a memory engram of one of the experiences, interact to achieve behavioural tagging is unknown. Here we show that retrieval of a LTM formed by behavioural tagging of a weak experience depends on the degree of overlap with the neuronal ensemble corresponding to a novel experience. The numbers of neurons activated by weak training in a novel object recognition (NOR) task and by a novel context exploration (NCE) task, denoted as overlapping neurons, increases in the hippocampal CA1 when behavioural tagging is successfully achieved. Optical silencing of an NCE-related ensemble suppresses NOR–LTM retrieval. Thus, a population of cells recruited by NOR is tagged and then preferentially incorporated into the memory trace for NCE to achieve behavioural tagging.",2016,https://doi.org/10.1038/ncomms12319,no,10.1038/ncomms12319,86,12,undetermined
Enhanced context-dependency of object recognition in rats with hippocampal lesions,N/A,2006,https://doi.org/10.1016/j.bbr.2006.02.008,no,10.1016/j.bbr.2006.02.008,47,4,undetermined
Long-term multi-species Lactobacillus and Bifidobacterium dietary supplement enhances memory and changes regional brain metabolites in middle-aged rats,N/A,2017,https://doi.org/10.1016/j.nlm.2017.05.015,no,10.1016/j.nlm.2017.05.015,89,6,undetermined
Neuropeptide S Enhances Memory During the Consolidation Phase and Interacts with Noradrenergic Systems in the Brain,N/A,2011,https://doi.org/10.1038/npp.2010.207,no,10.1038/npp.2010.207,109,7,undetermined
Glucocorticoid effects on object recognition memory require training-associated emotional arousal,"Considerable evidence implicates glucocorticoid hormones in the regulation of memory consolidation and memory retrieval. The present experiments investigated whether the influence of these hormones on memory depends on the level of emotional arousal induced by the training experience. We investigated this issue in male Sprague–Dawley rats by examining the effects of immediate posttraining systemic injections of the glucocorticoid corticosterone on object recognition memory under two conditions that differed in their training-associated emotional arousal. In rats that were not previously habituated to the experimental context, corticosterone (0.3, 1.0, or 3.0 mg/kg, s.c.) administered immediately after a 3-min training trial enhanced 24-hr retention performance in an inverted-U shaped dose–response relationship. In contrast, corticosterone did not affect 24-hr retention of rats that received extensive prior habituation to the experimental context and, thus, had decreased novelty-induced emotional arousal during training. Additionally, immediate posttraining administration of corticosterone to nonhabituated rats, in doses that enhanced 24-hr retention, impaired object recognition performance at a 1-hr retention interval whereas corticosterone administered after training to well-habituated rats did not impair 1-hr retention. Thus, the present findings suggest that training-induced emotional arousal may be essential for glucocorticoid effects on object recognition memory.",2004,https://doi.org/10.1073/pnas.0307803100,no,10.1073/pnas.0307803100,319,3,undetermined
Post-training reversible inactivation of the hippocampus enhances novel object recognition memory,"Research on the role of the hippocampus in object recognition memory has produced conflicting results. Previous studies have used permanent hippocampal lesions to assess the requirement for the hippocampus in the object recognition task. However, permanent hippocampal lesions may impact performance through effects on processes besides memory consolidation including acquisition, retrieval, and performance. To overcome this limitation, we used an intrahippocampal injection of the GABA agonist muscimol to reversibly inactivate the hippocampus immediately after training mice in two versions of an object recognition task. We found that the inactivation of the dorsal hippocampus after training impairs object-place recognition memory but enhances novel object recognition (NOR) memory. However, inactivation of the dorsal hippocampus after repeated exposure to the training context did not affect object recognition memory. Our findings suggest that object recognition memory formation does not require the hippocampus and, moreover, that activity in the hippocampus can interfere with the consolidation of object recognition memory when object information encoding occurs in an unfamiliar environment.",2010,https://doi.org/10.1101/lm.1625310,no,10.1101/lm.1625310,191,4,undetermined
Conceptual coherence affects phonological activation of context objects during object naming.,N/A,2008,https://doi.org/10.1037/0278-7393.34.3.587,no,10.1037/0278-7393.34.3.587,17,3,undetermined
Role of slow oscillatory activity and slow wave sleep in consolidation of episodic-like memory in rats,N/A,2014,https://doi.org/10.1016/j.bbr.2014.09.008,no,10.1016/j.bbr.2014.09.008,39,6,undetermined
Sleep deprivation and daily torpor impair object recognition in Djungarian hamsters,N/A,2006,https://doi.org/10.1016/j.physbeh.2005.09.005,no,10.1016/j.physbeh.2005.09.005,29,4,undetermined
Rats Remember Items in Context Using Episodic Memory,N/A,2016,https://doi.org/10.1016/j.cub.2016.08.023,no,10.1016/j.cub.2016.08.023,81,8,undetermined
Interactions between stimulus and response types are more strongly represented in the entorhinal cortex than in its upstream regions in rats,"Previously we reported results which suggested that response types are critical in dissociating the lateral entorhinal cortex (LEC) from the medial entorhinal cortex (MEC) in a scene memory task (&lt;xref ref-type=""bibr"" rid=""bib26""&gt;Yoo and Lee, 2017&lt;/xref&gt;). Here, we investigated whether the perirhinal cortex (PER) and postrhinal cortex (POR), the upstream regions of the LEC and MEC, respectively, could be dissociated similarly. We conducted four tasks by combining different stimulus and response types. Our results suggest that the PER is important whenever object recognition is required and, together with prior findings, imply that PER-LEC networks are essential in goal-directed interactions with objects. The POR appears critical for recognizing visual scenes and may play key roles in scene-based navigation together with the MEC. The relative lack of functional dissociation between stimulus and response types at the PER-POR level suggests that actions conditioned on the recognition of external stimuli may be uniquely represented from the EC.",2017,https://doi.org/10.7554/elife.32657,no,10.7554/elife.32657,12,3,undetermined
Erythropoietin protects newborn rat against sevoflurane‐induced neurotoxicity,"SummaryIntroductionRecent data on newborn animals exposed to anesthetics have raised safety concerns regarding anesthesia practices in young children. Indeed, studies on rodents have demonstrated a widespread increase in brain apoptosis shortly after exposure to sevoflurane, followed by long‐term neurologic impairment. In this context, we aimed to evaluate the protective effect of rh‐EPO, a potent neuroprotective agent, in rat pups exposed to sevoflurane.Material and MethodsAt postnatal day 7, 75 rat pups were allocated into three groups: SEVO + EPO (n = 27) exposed to sevoflurane 2 vol% (0.5 MAC) for 6 h in an air/O2 mixture (60/40) + 5000 UI.kg−1rh‐EPO IP; SEVO (n = 27) exposed to sevoflurane + vehicle IP; and CONTROL (n = 21) exposed to the mixture without sevoflurane + vehicle IP. Three days after anesthesia (D10), apoptosis was quantified on brain extract with TUNEL method and caspase 3. NGF and BDNF expression was determined by Western blotting. Rats reaching adulthood were evaluated in terms of exploration capacities (object exploration duration) together with spatial and object learning (water maze and novel object test).ResultsSevoflurane exposure impaired normal behavior in adult rats by reducing the exploratory capacities during the novel object test and impaired both spatial and object learning capacities in adult rats (water maze, ratio time to find platform 3rd trial/1st trial: 1.1 ± 0.2 vs 0.4 ± 0.1; n = 9, SEVO vs CONTROL; P = 0.01). Rh‐EPO reduced sevoflurane‐induced behavior and learning abnormalities in adult rats (water maze, ratio time to find platform 3rd trial/1st trial: 0.3 ± 0.1 vs 1.1 ± 0.2; n = 9, SEVO + EPO vs SEVO; P = 0.01). Three days after anesthesia, rh‐EPO prevented sevoflurane‐induced brain apoptosis (5 ± 3 vs 35 ± 6 apoptotic cells·mm−2; n = 6, SEVO + EPO vs SEVO; P = 0.01) and elevation of caspase three level and significantly increased the brain expression of BDNF and NGF (n = 6, SEVO + EPO vs SEVO; P = 0.01).ConclusionSix hours of sevoflurane anesthesia in newborn rats induces significant long‐term cognitive impairment. A single administration of rh‐EPO immediately after postnatal exposure to sevoflurane reduces both early activation of apoptotic phenomenon and late onset of neurologic disorders.",2014,https://doi.org/10.1111/pan.12372,no,10.1111/pan.12372,43,7,undetermined
